Location,Date,TodayCases,YesterdayCases,DailyCasesSpikeTiers
Moldova,2021-01-04,436,179,Investigate
Moldova,2021-01-05,612,436,Investigate
Moldova,2021-01-06,950,612,Investigate
Moldova,2021-01-07,423,950,Excellent Measures in Place
Moldova,2021-01-08,375,423,Excellent Measures in Place
Moldova,2021-01-09,424,375,Monitor
Moldova,2021-01-10,298,424,Excellent Measures in Place
Moldova,2021-01-11,271,298,Excellent Measures in Place
Moldova,2021-01-12,476,271,Investigate
Moldova,2021-01-13,808,476,Investigate
Moldova,2021-01-14,741,808,Excellent Measures in Place
Moldova,2021-01-15,576,741,Excellent Measures in Place
Moldova,2021-01-16,377,576,Excellent Measures in Place
Moldova,2021-01-17,214,377,Excellent Measures in Place
Moldova,2021-01-18,258,214,Monitor
Moldova,2021-01-19,394,258,Investigate
Moldova,2021-01-20,612,394,Investigate
Moldova,2021-01-21,670,612,Investigate
Moldova,2021-01-22,514,670,Excellent Measures in Place
Moldova,2021-01-23,635,514,Investigate
Moldova,2021-01-24,265,635,Excellent Measures in Place
Moldova,2021-01-25,224,265,Excellent Measures in Place
Moldova,2021-01-26,546,224,Investigate
Moldova,2021-01-27,654,546,Investigate
Moldova,2021-01-28,683,654,Monitor
Moldova,2021-01-29,551,683,Excellent Measures in Place
Moldova,2021-01-30,653,551,Investigate
Moldova,2021-01-31,291,653,Excellent Measures in Place
Moldova,2021-02-01,282,291,Excellent Measures in Place
Moldova,2021-02-02,639,282,Investigate
Moldova,2021-02-03,917,639,Investigate
Moldova,2021-02-04,982,917,Investigate
Moldova,2021-02-05,776,982,Excellent Measures in Place
Moldova,2021-02-06,843,776,Investigate
Moldova,2021-02-07,326,843,Excellent Measures in Place
Moldova,2021-02-08,289,326,Excellent Measures in Place
Moldova,2021-02-09,805,289,Investigate
Moldova,2021-02-10,890,805,Investigate
Moldova,2021-02-11,993,890,Investigate
Moldova,2021-02-12,1280,993,Investigate
Moldova,2021-02-13,979,1280,Excellent Measures in Place
Moldova,2021-02-14,381,979,Excellent Measures in Place
Moldova,2021-02-15,363,381,Excellent Measures in Place
Moldova,2021-02-16,965,363,Investigate
Moldova,2021-02-17,1301,965,Investigate
Moldova,2021-02-18,1340,1301,Monitor
Moldova,2021-02-19,1028,1340,Excellent Measures in Place
Moldova,2021-02-20,1062,1028,Monitor
Moldova,2021-02-21,507,1062,Excellent Measures in Place
Moldova,2021-02-22,655,507,Investigate
Moldova,2021-02-23,1133,655,Investigate
Moldova,2021-02-24,1610,1133,Investigate
Moldova,2021-02-25,1736,1610,Investigate
Moldova,2021-02-26,1452,1736,Excellent Measures in Place
Moldova,2021-02-27,1518,1452,Investigate
Moldova,2021-02-28,597,1518,Excellent Measures in Place
Moldova,2021-03-01,994,597,Investigate
Moldova,2021-03-02,1400,994,Investigate
Moldova,2021-03-03,1550,1400,Investigate
Moldova,2021-03-04,1800,1550,Investigate
Moldova,2021-03-05,1788,1800,Excellent Measures in Place
Moldova,2021-03-06,1620,1788,Excellent Measures in Place
Moldova,2021-03-07,647,1620,Excellent Measures in Place
Moldova,2021-03-08,350,647,Excellent Measures in Place
Moldova,2021-03-09,873,350,Investigate
Moldova,2021-03-10,1753,873,Investigate
Moldova,2021-03-11,1896,1753,Investigate
Moldova,2021-03-12,1785,1896,Excellent Measures in Place
Moldova,2021-03-13,1801,1785,Monitor
Moldova,2021-03-14,753,1801,Excellent Measures in Place
Moldova,2021-03-15,861,753,Investigate
Moldova,2021-03-16,1688,861,Investigate
Moldova,2021-03-17,1916,1688,Investigate
Moldova,2021-03-18,1797,1916,Excellent Measures in Place
Moldova,2021-03-19,1843,1797,Monitor
Moldova,2021-03-20,1635,1843,Excellent Measures in Place
Moldova,2021-03-21,831,1635,Excellent Measures in Place
Moldova,2021-03-22,1060,831,Investigate
Moldova,2021-03-23,1621,1060,Investigate
Moldova,2021-03-24,2273,1621,Investigate
Moldova,2021-03-25,2132,2273,Excellent Measures in Place
Moldova,2021-03-26,1866,2132,Excellent Measures in Place
Moldova,2021-03-27,1674,1866,Excellent Measures in Place
Moldova,2021-03-28,861,1674,Excellent Measures in Place
Moldova,2021-03-29,932,861,Investigate
Moldova,2021-03-30,917,932,Excellent Measures in Place
Moldova,2021-03-31,1871,917,Investigate
Moldova,2021-04-01,1515,1871,Excellent Measures in Place
Moldova,2021-04-02,1380,1515,Excellent Measures in Place
Moldova,2021-04-03,1258,1380,Excellent Measures in Place
Moldova,2021-04-04,693,1258,Excellent Measures in Place
Moldova,2021-04-05,703,693,Standard
Moldova,2021-04-06,773,703,Investigate
Moldova,2021-04-07,1155,773,Investigate
Moldova,2021-04-08,1428,1155,Investigate
Moldova,2021-04-09,910,1428,Excellent Measures in Place
Moldova,2021-04-10,830,910,Excellent Measures in Place
Moldova,2021-04-11,331,830,Excellent Measures in Place
Moldova,2021-04-12,603,331,Investigate
Moldova,2021-04-13,544,603,Excellent Measures in Place
Moldova,2021-04-14,1001,544,Investigate
Moldova,2021-04-15,812,1001,Excellent Measures in Place
Moldova,2021-04-16,689,812,Excellent Measures in Place
Moldova,2021-04-17,628,689,Excellent Measures in Place
Moldova,2021-04-18,403,628,Excellent Measures in Place
Moldova,2021-04-19,341,403,Excellent Measures in Place
Moldova,2021-04-20,453,341,Investigate
Moldova,2021-04-21,700,453,Investigate
Moldova,2021-04-22,618,700,Excellent Measures in Place
Moldova,2021-04-23,509,618,Excellent Measures in Place
Moldova,2021-04-24,380,509,Excellent Measures in Place
Moldova,2021-04-25,241,380,Excellent Measures in Place
Moldova,2021-04-26,246,241,Standard
Moldova,2021-04-27,329,246,Investigate
Moldova,2021-04-28,424,329,Investigate
Moldova,2021-04-29,370,424,Excellent Measures in Place
Moldova,2021-04-30,329,370,Excellent Measures in Place
Monaco,2020-02-29,1,NULL,Excellent Measures in Place
Monaco,2020-03-01,0,1,Excellent Measures in Place
Monaco,2020-03-02,0,0,Excellent Measures in Place
Monaco,2020-03-03,0,0,Excellent Measures in Place
Monaco,2020-03-04,0,0,Excellent Measures in Place
Monaco,2020-03-05,0,0,Excellent Measures in Place
Monaco,2020-03-06,0,0,Excellent Measures in Place
Monaco,2020-03-07,0,0,Excellent Measures in Place
Monaco,2020-03-08,0,0,Excellent Measures in Place
Monaco,2020-03-09,0,0,Excellent Measures in Place
Monaco,2020-03-10,0,0,Excellent Measures in Place
Monaco,2020-03-11,0,0,Excellent Measures in Place
Monaco,2020-03-12,1,0,Excellent Measures in Place
Monaco,2020-03-13,0,1,Excellent Measures in Place
Monaco,2020-03-14,0,0,Excellent Measures in Place
Monaco,2020-03-15,0,0,Excellent Measures in Place
Monaco,2020-03-16,5,0,Standard
Monaco,2020-03-17,0,5,Excellent Measures in Place
Monaco,2020-03-18,0,0,Excellent Measures in Place
Monaco,2020-03-19,0,0,Excellent Measures in Place
Monaco,2020-03-20,4,0,Good Measures in Place
Monaco,2020-03-21,0,4,Excellent Measures in Place
Monaco,2020-03-22,12,0,Monitor
Monaco,2020-03-23,0,12,Excellent Measures in Place
Monaco,2020-03-24,0,0,Excellent Measures in Place
Monaco,2020-03-25,8,0,Standard
Monaco,2020-03-26,2,8,Excellent Measures in Place
Monaco,2020-03-27,9,2,Standard
Monaco,2020-03-28,0,9,Excellent Measures in Place
Monaco,2020-03-29,4,0,Good Measures in Place
Monaco,2020-03-30,3,4,Excellent Measures in Place
Monaco,2020-03-31,3,3,Excellent Measures in Place
Monaco,2020-04-01,3,3,Excellent Measures in Place
Monaco,2020-04-02,5,3,Good Measures in Place
Monaco,2020-04-03,4,5,Excellent Measures in Place
Monaco,2020-04-04,2,4,Excellent Measures in Place
Monaco,2020-04-05,7,2,Standard
Monaco,2020-04-06,4,7,Excellent Measures in Place
Monaco,2020-04-07,2,4,Excellent Measures in Place
Monaco,2020-04-08,2,2,Excellent Measures in Place
Monaco,2020-04-09,3,2,Excellent Measures in Place
Monaco,2020-04-10,6,3,Good Measures in Place
Monaco,2020-04-11,2,6,Excellent Measures in Place
Monaco,2020-04-12,1,2,Excellent Measures in Place
Monaco,2020-04-13,0,1,Excellent Measures in Place
Monaco,2020-04-14,0,0,Excellent Measures in Place
Monaco,2020-04-15,0,0,Excellent Measures in Place
Monaco,2020-04-16,0,0,Excellent Measures in Place
Monaco,2020-04-17,1,0,Excellent Measures in Place
Monaco,2020-04-18,0,1,Excellent Measures in Place
Monaco,2020-04-19,0,0,Excellent Measures in Place
Monaco,2020-04-20,0,0,Excellent Measures in Place
Monaco,2020-04-21,0,0,Excellent Measures in Place
Monaco,2020-04-22,0,0,Excellent Measures in Place
Monaco,2020-04-23,0,0,Excellent Measures in Place
Monaco,2020-04-24,0,0,Excellent Measures in Place
Monaco,2020-04-25,0,0,Excellent Measures in Place
Monaco,2020-04-26,0,0,Excellent Measures in Place
Monaco,2020-04-27,1,0,Excellent Measures in Place
Monaco,2020-04-28,0,1,Excellent Measures in Place
Monaco,2020-04-29,0,0,Excellent Measures in Place
Monaco,2020-04-30,0,0,Excellent Measures in Place
Monaco,2020-05-01,0,0,Excellent Measures in Place
Monaco,2020-05-02,0,0,Excellent Measures in Place
Monaco,2020-05-03,0,0,Excellent Measures in Place
Monaco,2020-05-04,0,0,Excellent Measures in Place
Monaco,2020-05-05,0,0,Excellent Measures in Place
Monaco,2020-05-06,0,0,Excellent Measures in Place
Monaco,2020-05-07,0,0,Excellent Measures in Place
Monaco,2020-05-08,0,0,Excellent Measures in Place
Monaco,2020-05-09,1,0,Excellent Measures in Place
Monaco,2020-05-10,0,1,Excellent Measures in Place
Monaco,2020-05-11,0,0,Excellent Measures in Place
Monaco,2020-05-12,0,0,Excellent Measures in Place
Monaco,2020-05-13,0,0,Excellent Measures in Place
Monaco,2020-05-14,0,0,Excellent Measures in Place
Monaco,2020-05-15,0,0,Excellent Measures in Place
Monaco,2020-05-16,0,0,Excellent Measures in Place
Monaco,2020-05-17,0,0,Excellent Measures in Place
Monaco,2020-05-18,1,0,Excellent Measures in Place
Monaco,2020-05-19,0,1,Excellent Measures in Place
Monaco,2020-05-20,0,0,Excellent Measures in Place
Monaco,2020-05-21,0,0,Excellent Measures in Place
Monaco,2020-05-22,0,0,Excellent Measures in Place
Monaco,2020-05-23,1,0,Excellent Measures in Place
Monaco,2020-05-24,0,1,Excellent Measures in Place
Monaco,2020-05-25,0,0,Excellent Measures in Place
Monaco,2020-05-26,0,0,Excellent Measures in Place
Monaco,2020-05-27,0,0,Excellent Measures in Place
Monaco,2020-05-28,0,0,Excellent Measures in Place
Monaco,2020-05-29,0,0,Excellent Measures in Place
Monaco,2020-05-30,1,0,Excellent Measures in Place
Monaco,2020-05-31,0,1,Excellent Measures in Place
Monaco,2020-06-01,0,0,Excellent Measures in Place
Monaco,2020-06-02,0,0,Excellent Measures in Place
Monaco,2020-06-03,0,0,Excellent Measures in Place
Monaco,2020-06-04,0,0,Excellent Measures in Place
Monaco,2020-06-05,0,0,Excellent Measures in Place
Monaco,2020-06-06,0,0,Excellent Measures in Place
Monaco,2020-06-07,0,0,Excellent Measures in Place
Monaco,2020-06-08,0,0,Excellent Measures in Place
Monaco,2020-06-09,0,0,Excellent Measures in Place
Monaco,2020-06-10,0,0,Excellent Measures in Place
Monaco,2020-06-11,0,0,Excellent Measures in Place
Monaco,2020-06-12,0,0,Excellent Measures in Place
Monaco,2020-06-13,0,0,Excellent Measures in Place
Monaco,2020-06-14,0,0,Excellent Measures in Place
Monaco,2020-06-15,0,0,Excellent Measures in Place
Monaco,2020-06-16,0,0,Excellent Measures in Place
Monaco,2020-06-17,0,0,Excellent Measures in Place
Monaco,2020-06-18,0,0,Excellent Measures in Place
Monaco,2020-06-19,0,0,Excellent Measures in Place
Monaco,2020-06-20,0,0,Excellent Measures in Place
Monaco,2020-06-21,1,0,Excellent Measures in Place
Monaco,2020-06-22,1,1,Excellent Measures in Place
Monaco,2020-06-23,0,1,Excellent Measures in Place
Monaco,2020-06-24,1,0,Excellent Measures in Place
Monaco,2020-06-25,0,1,Excellent Measures in Place
Monaco,2020-06-26,0,0,Excellent Measures in Place
Monaco,2020-06-27,1,0,Excellent Measures in Place
Monaco,2020-06-28,0,1,Excellent Measures in Place
Monaco,2020-06-29,0,0,Excellent Measures in Place
Monaco,2020-06-30,0,0,Excellent Measures in Place
Monaco,2020-07-01,0,0,Excellent Measures in Place
Monaco,2020-07-02,3,0,Good Measures in Place
Monaco,2020-07-03,0,3,Excellent Measures in Place
Monaco,2020-07-04,0,0,Excellent Measures in Place
Monaco,2020-07-05,2,0,Good Measures in Place
Monaco,2020-07-06,0,2,Excellent Measures in Place
Monaco,2020-07-07,0,0,Excellent Measures in Place
Monaco,2020-07-08,0,0,Excellent Measures in Place
Monaco,2020-07-09,0,0,Excellent Measures in Place
Monaco,2020-07-10,0,0,Excellent Measures in Place
Monaco,2020-07-11,1,0,Excellent Measures in Place
Monaco,2020-07-12,0,1,Excellent Measures in Place
Monaco,2020-07-13,0,0,Excellent Measures in Place
Monaco,2020-07-14,0,0,Excellent Measures in Place
Monaco,2020-07-15,0,0,Excellent Measures in Place
Monaco,2020-07-16,0,0,Excellent Measures in Place
Monaco,2020-07-17,0,0,Excellent Measures in Place
Monaco,2020-07-18,0,0,Excellent Measures in Place
Monaco,2020-07-19,0,0,Excellent Measures in Place
Monaco,2020-07-20,0,0,Excellent Measures in Place
Monaco,2020-07-21,2,0,Good Measures in Place
Monaco,2020-07-22,1,2,Excellent Measures in Place
Monaco,2020-07-23,2,1,Excellent Measures in Place
Monaco,2020-07-24,2,2,Excellent Measures in Place
Monaco,2020-07-25,0,2,Excellent Measures in Place
Monaco,2020-07-26,0,0,Excellent Measures in Place
Monaco,2020-07-27,0,0,Excellent Measures in Place
Monaco,2020-07-28,1,0,Excellent Measures in Place
Monaco,2020-07-29,3,1,Good Measures in Place
Monaco,2020-07-30,0,3,Excellent Measures in Place
Monaco,2020-07-31,0,0,Excellent Measures in Place
Monaco,2020-08-01,0,0,Excellent Measures in Place
Monaco,2020-08-02,0,0,Excellent Measures in Place
Monaco,2020-08-03,1,0,Excellent Measures in Place
Monaco,2020-08-04,2,1,Excellent Measures in Place
Monaco,2020-08-05,2,2,Excellent Measures in Place
Monaco,2020-08-06,0,2,Excellent Measures in Place
Monaco,2020-08-07,3,0,Good Measures in Place
Monaco,2020-08-08,3,3,Excellent Measures in Place
Monaco,2020-08-09,2,3,Excellent Measures in Place
Monaco,2020-08-10,0,2,Excellent Measures in Place
Monaco,2020-08-11,5,0,Standard
Monaco,2020-08-12,3,5,Excellent Measures in Place
Monaco,2020-08-13,3,3,Excellent Measures in Place
Monaco,2020-08-14,2,3,Excellent Measures in Place
Monaco,2020-08-15,0,2,Excellent Measures in Place
Monaco,2020-08-16,0,0,Excellent Measures in Place
Monaco,2020-08-17,2,0,Good Measures in Place
Monaco,2020-08-18,0,2,Excellent Measures in Place
Monaco,2020-08-19,0,0,Excellent Measures in Place
Monaco,2020-08-20,2,0,Good Measures in Place
Monaco,2020-08-21,4,2,Good Measures in Place
Monaco,2020-08-22,0,4,Excellent Measures in Place
Monaco,2020-08-23,0,0,Excellent Measures in Place
Monaco,2020-08-24,0,0,Excellent Measures in Place
Monaco,2020-08-25,0,0,Excellent Measures in Place
Monaco,2020-08-26,0,0,Excellent Measures in Place
Monaco,2020-08-27,0,0,Excellent Measures in Place
Monaco,2020-08-28,0,0,Excellent Measures in Place
Monaco,2020-08-29,0,0,Excellent Measures in Place
Monaco,2020-08-30,0,0,Excellent Measures in Place
Monaco,2020-08-31,0,0,Excellent Measures in Place
Monaco,2020-09-01,0,0,Excellent Measures in Place
Monaco,2020-09-02,-12,0,Excellent Measures in Place
Monaco,2020-09-03,1,-12,Monitor
Monaco,2020-09-04,4,1,Good Measures in Place
Monaco,2020-09-05,0,4,Excellent Measures in Place
Monaco,2020-09-06,0,0,Excellent Measures in Place
Monaco,2020-09-07,6,0,Standard
Monaco,2020-09-08,3,6,Excellent Measures in Place
Monaco,2020-09-09,5,3,Good Measures in Place
Monaco,2020-09-10,4,5,Excellent Measures in Place
Monaco,2020-09-11,3,4,Excellent Measures in Place
Monaco,2020-09-12,1,3,Excellent Measures in Place
Monaco,2020-09-13,2,1,Excellent Measures in Place
Monaco,2020-09-14,6,2,Good Measures in Place
Monaco,2020-09-15,1,6,Excellent Measures in Place
Monaco,2020-09-16,3,1,Good Measures in Place
Monaco,2020-09-17,5,3,Good Measures in Place
Monaco,2020-09-18,5,5,Excellent Measures in Place
Monaco,2020-09-19,1,5,Excellent Measures in Place
Monaco,2020-09-20,1,1,Excellent Measures in Place
Monaco,2020-09-21,2,1,Excellent Measures in Place
Monaco,2020-09-22,2,2,Excellent Measures in Place
Monaco,2020-09-23,2,2,Excellent Measures in Place
Monaco,2020-09-24,6,2,Good Measures in Place
Monaco,2020-09-25,3,6,Excellent Measures in Place
Monaco,2020-09-26,2,3,Excellent Measures in Place
Monaco,2020-09-27,0,2,Excellent Measures in Place
Monaco,2020-09-28,2,0,Good Measures in Place
Monaco,2020-09-29,2,2,Excellent Measures in Place
Monaco,2020-09-30,4,2,Good Measures in Place
Monaco,2020-10-01,1,4,Excellent Measures in Place
Monaco,2020-10-02,2,1,Excellent Measures in Place
Monaco,2020-10-03,1,2,Excellent Measures in Place
Monaco,2020-10-04,0,1,Excellent Measures in Place
Monaco,2020-10-05,1,0,Excellent Measures in Place
Monaco,2020-10-06,1,1,Excellent Measures in Place
Monaco,2020-10-07,3,1,Good Measures in Place
Monaco,2020-10-08,2,3,Excellent Measures in Place
Monaco,2020-10-09,4,2,Good Measures in Place
Monaco,2020-10-10,0,4,Excellent Measures in Place
Monaco,2020-10-11,1,0,Excellent Measures in Place
Monaco,2020-10-12,2,1,Excellent Measures in Place
Monaco,2020-10-13,5,2,Good Measures in Place
Monaco,2020-10-14,7,5,Good Measures in Place
Monaco,2020-10-15,5,7,Excellent Measures in Place
Monaco,2020-10-16,2,5,Excellent Measures in Place
Monaco,2020-10-17,5,2,Good Measures in Place
Monaco,2020-10-18,5,5,Excellent Measures in Place
Monaco,2020-10-19,3,5,Excellent Measures in Place
Monaco,2020-10-20,3,3,Excellent Measures in Place
Monaco,2020-10-21,2,3,Excellent Measures in Place
Monaco,2020-10-22,8,2,Standard
Monaco,2020-10-23,14,8,Standard
Monaco,2020-10-24,1,14,Excellent Measures in Place
Monaco,2020-10-25,10,1,Standard
Monaco,2020-10-26,4,10,Excellent Measures in Place
Monaco,2020-10-27,10,4,Standard
Monaco,2020-10-28,17,10,Standard
Monaco,2020-10-29,10,17,Excellent Measures in Place
Monaco,2020-10-30,8,10,Excellent Measures in Place
Monaco,2020-10-31,4,8,Excellent Measures in Place
Monaco,2020-11-01,7,4,Good Measures in Place
Monaco,2020-11-02,9,7,Good Measures in Place
Monaco,2020-11-03,22,9,Monitor
Monaco,2020-11-04,15,22,Excellent Measures in Place
Monaco,2020-11-05,18,15,Good Measures in Place
Monaco,2020-11-06,24,18,Standard
Monaco,2020-11-07,29,24,Standard
Monaco,2020-11-08,3,29,Excellent Measures in Place
Monaco,2020-11-09,4,3,Excellent Measures in Place
Monaco,2020-11-10,22,4,Monitor
Monaco,2020-11-11,12,22,Excellent Measures in Place
Monaco,2020-11-12,8,12,Excellent Measures in Place
Monaco,2020-11-13,8,8,Excellent Measures in Place
Monaco,2020-11-14,5,8,Excellent Measures in Place
Monaco,2020-11-15,3,5,Excellent Measures in Place
Monaco,2020-11-16,4,3,Excellent Measures in Place
Monaco,2020-11-17,5,4,Excellent Measures in Place
Monaco,2020-11-18,8,5,Good Measures in Place
Monaco,2020-11-19,8,8,Excellent Measures in Place
Monaco,2020-11-20,4,8,Excellent Measures in Place
Monaco,2020-11-21,4,4,Excellent Measures in Place
Monaco,2020-11-22,1,4,Excellent Measures in Place
Monaco,2020-11-23,1,1,Excellent Measures in Place
Monaco,2020-11-24,4,1,Good Measures in Place
Monaco,2020-11-25,7,4,Good Measures in Place
Monaco,2020-11-26,6,7,Excellent Measures in Place
Monaco,2020-11-27,3,6,Excellent Measures in Place
Monaco,2020-11-28,4,3,Excellent Measures in Place
Monaco,2020-11-29,1,4,Excellent Measures in Place
Monaco,2020-11-30,1,1,Excellent Measures in Place
Monaco,2020-12-01,8,1,Standard
Monaco,2020-12-02,4,8,Excellent Measures in Place
Monaco,2020-12-03,9,4,Standard
Monaco,2020-12-04,0,9,Excellent Measures in Place
Monaco,2020-12-05,7,0,Standard
Monaco,2020-12-06,1,7,Excellent Measures in Place
Monaco,2020-12-07,3,1,Good Measures in Place
Monaco,2020-12-08,7,3,Good Measures in Place
Monaco,2020-12-09,7,7,Excellent Measures in Place
Monaco,2020-12-10,2,7,Excellent Measures in Place
Monaco,2020-12-11,2,2,Excellent Measures in Place
Monaco,2020-12-12,9,2,Standard
Monaco,2020-12-13,0,9,Excellent Measures in Place
Monaco,2020-12-14,3,0,Good Measures in Place
Monaco,2020-12-15,7,3,Good Measures in Place
Monaco,2020-12-16,7,7,Excellent Measures in Place
Monaco,2020-12-17,15,7,Standard
Monaco,2020-12-18,15,15,Excellent Measures in Place
Monaco,2020-12-19,8,15,Excellent Measures in Place
Monaco,2020-12-20,5,8,Excellent Measures in Place
Monaco,2020-12-21,14,5,Standard
Monaco,2020-12-22,14,14,Excellent Measures in Place
Monaco,2020-12-23,11,14,Excellent Measures in Place
Monaco,2020-12-24,16,11,Standard
Monaco,2020-12-25,6,16,Excellent Measures in Place
Monaco,2020-12-26,8,6,Good Measures in Place
Monaco,2020-12-27,0,8,Excellent Measures in Place
Monaco,2020-12-28,4,0,Good Measures in Place
Monaco,2020-12-29,26,4,Monitor
Monaco,2020-12-30,26,26,Excellent Measures in Place
Monaco,2020-12-31,22,26,Excellent Measures in Place
Monaco,2021-01-01,10,22,Excellent Measures in Place
Monaco,2021-01-02,16,10,Standard
Monaco,2021-01-03,6,16,Excellent Measures in Place
Monaco,2021-01-04,10,6,Good Measures in Place
Monaco,2021-01-05,30,10,Monitor
Monaco,2021-01-06,31,30,Excellent Measures in Place
Monaco,2021-01-07,40,31,Standard
Monaco,2021-01-08,23,40,Excellent Measures in Place
Monaco,2021-01-09,12,23,Excellent Measures in Place
Monaco,2021-01-10,4,12,Excellent Measures in Place
Monaco,2021-01-11,13,4,Standard
Monaco,2021-01-12,22,13,Standard
Monaco,2021-01-13,36,22,Monitor
Monaco,2021-01-14,17,36,Excellent Measures in Place
Monaco,2021-01-15,24,17,Standard
Monaco,2021-01-16,25,24,Excellent Measures in Place
Monaco,2021-01-17,11,25,Excellent Measures in Place
Monaco,2021-01-18,7,11,Excellent Measures in Place
Monaco,2021-01-19,28,7,Monitor
Monaco,2021-01-20,22,28,Excellent Measures in Place
Monaco,2021-01-21,25,22,Good Measures in Place
Monaco,2021-01-22,24,25,Excellent Measures in Place
Monaco,2021-01-23,34,24,Standard
Monaco,2021-01-24,12,34,Excellent Measures in Place
Monaco,2021-01-25,11,12,Excellent Measures in Place
Monaco,2021-01-26,31,11,Monitor
Monaco,2021-01-27,14,31,Excellent Measures in Place
Monaco,2021-01-28,17,14,Good Measures in Place
Monaco,2021-01-29,0,17,Excellent Measures in Place
Monaco,2021-01-30,45,0,Monitor
Monaco,2021-01-31,14,45,Excellent Measures in Place
Monaco,2021-02-01,10,14,Excellent Measures in Place
Monaco,2021-02-02,44,10,Monitor
Monaco,2021-02-03,29,44,Excellent Measures in Place
Monaco,2021-02-04,24,29,Excellent Measures in Place
Monaco,2021-02-05,29,24,Standard
Monaco,2021-02-06,22,29,Excellent Measures in Place
Monaco,2021-02-07,8,22,Excellent Measures in Place
Monaco,2021-02-08,10,8,Good Measures in Place
Monaco,2021-02-09,30,10,Monitor
Monaco,2021-02-10,22,30,Excellent Measures in Place
Monaco,2021-02-11,18,22,Excellent Measures in Place
Monaco,2021-02-12,17,18,Excellent Measures in Place
Monaco,2021-02-13,3,17,Excellent Measures in Place
Monaco,2021-02-14,5,3,Good Measures in Place
Monaco,2021-02-15,14,5,Standard
Monaco,2021-02-16,13,14,Excellent Measures in Place
Monaco,2021-02-17,29,13,Monitor
Monaco,2021-02-18,19,29,Excellent Measures in Place
Monaco,2021-02-19,9,19,Excellent Measures in Place
Monaco,2021-02-20,18,9,Standard
Monaco,2021-02-21,8,18,Excellent Measures in Place
Monaco,2021-02-22,15,8,Standard
Monaco,2021-02-23,19,15,Good Measures in Place
Monaco,2021-02-24,12,19,Excellent Measures in Place
Monaco,2021-02-25,16,12,Good Measures in Place
Monaco,2021-02-26,10,16,Excellent Measures in Place
Monaco,2021-02-27,11,10,Excellent Measures in Place
Monaco,2021-02-28,3,11,Excellent Measures in Place
Monaco,2021-03-01,9,3,Standard
Monaco,2021-03-02,0,9,Excellent Measures in Place
Monaco,2021-03-03,16,0,Monitor
Monaco,2021-03-04,16,16,Excellent Measures in Place
Monaco,2021-03-05,12,16,Excellent Measures in Place
Monaco,2021-03-06,10,12,Excellent Measures in Place
Monaco,2021-03-07,4,10,Excellent Measures in Place
Monaco,2021-03-08,5,4,Excellent Measures in Place
Monaco,2021-03-09,20,5,Monitor
Monaco,2021-03-10,14,20,Excellent Measures in Place
Monaco,2021-03-11,13,14,Excellent Measures in Place
Monaco,2021-03-12,22,13,Standard
Monaco,2021-03-13,9,22,Excellent Measures in Place
Monaco,2021-03-14,1,9,Excellent Measures in Place
Monaco,2021-03-15,13,1,Monitor
Monaco,2021-03-16,15,13,Good Measures in Place
Monaco,2021-03-17,6,15,Excellent Measures in Place
Monaco,2021-03-18,8,6,Good Measures in Place
Monaco,2021-03-19,15,8,Standard
Monaco,2021-03-20,9,15,Excellent Measures in Place
Monaco,2021-03-21,0,9,Excellent Measures in Place
Monaco,2021-03-22,9,0,Standard
Monaco,2021-03-23,17,9,Standard
Monaco,2021-03-24,11,17,Excellent Measures in Place
Monaco,2021-03-25,17,11,Standard
Monaco,2021-03-26,21,17,Good Measures in Place
Monaco,2021-03-27,6,21,Excellent Measures in Place
Monaco,2021-03-28,5,6,Excellent Measures in Place
Monaco,2021-03-29,6,5,Excellent Measures in Place
Monaco,2021-03-30,17,6,Monitor
Monaco,2021-03-31,6,17,Excellent Measures in Place
Monaco,2021-04-01,17,6,Monitor
Monaco,2021-04-02,15,17,Excellent Measures in Place
Monaco,2021-04-03,6,15,Excellent Measures in Place
Monaco,2021-04-04,3,6,Excellent Measures in Place
Monaco,2021-04-05,5,3,Good Measures in Place
Monaco,2021-04-06,11,5,Standard
Monaco,2021-04-07,8,11,Excellent Measures in Place
Monaco,2021-04-08,11,8,Good Measures in Place
Monaco,2021-04-09,5,11,Excellent Measures in Place
Monaco,2021-04-10,5,5,Excellent Measures in Place
Monaco,2021-04-11,1,5,Excellent Measures in Place
Monaco,2021-04-12,2,1,Excellent Measures in Place
Monaco,2021-04-13,1,2,Excellent Measures in Place
Monaco,2021-04-14,6,1,Standard
Monaco,2021-04-15,3,6,Excellent Measures in Place
Monaco,2021-04-16,4,3,Excellent Measures in Place
Monaco,2021-04-17,4,4,Excellent Measures in Place
Monaco,2021-04-18,4,4,Excellent Measures in Place
Monaco,2021-04-19,5,4,Excellent Measures in Place
Monaco,2021-04-20,9,5,Good Measures in Place
Monaco,2021-04-21,9,9,Excellent Measures in Place
Monaco,2021-04-22,1,9,Excellent Measures in Place
Monaco,2021-04-23,3,1,Good Measures in Place
Monaco,2021-04-24,3,3,Excellent Measures in Place
Monaco,2021-04-25,3,3,Excellent Measures in Place
Monaco,2021-04-26,7,3,Good Measures in Place
Monaco,2021-04-27,3,7,Excellent Measures in Place
Monaco,2021-04-28,5,3,Good Measures in Place
Monaco,2021-04-29,5,5,Excellent Measures in Place
Monaco,2021-04-30,2,5,Excellent Measures in Place
Mongolia,2020-03-10,1,NULL,Excellent Measures in Place
