Location,Date,TodayCases,YesterdayCases,DailyCasesSpikeTiers
Africa,2020-05-26,3712,4116,Excellent Measures in Place
Africa,2020-05-27,5079,3712,Investigate
Africa,2020-05-28,4919,5079,Excellent Measures in Place
Africa,2020-05-29,5748,4919,Investigate
Africa,2020-05-30,6120,5748,Investigate
Africa,2020-05-31,5248,6120,Excellent Measures in Place
Africa,2020-06-01,5785,5248,Investigate
Africa,2020-06-02,4885,5785,Excellent Measures in Place
Africa,2020-06-03,5087,4885,Investigate
Africa,2020-06-04,7106,5087,Investigate
Africa,2020-06-05,7196,7106,Investigate
Africa,2020-06-06,6595,7196,Excellent Measures in Place
Africa,2020-06-07,6337,6595,Excellent Measures in Place
Africa,2020-06-08,6648,6337,Investigate
Africa,2020-06-09,6472,6648,Excellent Measures in Place
Africa,2020-06-10,6546,6472,Investigate
Africa,2020-06-11,7402,6546,Investigate
Africa,2020-06-12,8077,7402,Investigate
Africa,2020-06-13,8101,8077,Monitor
Africa,2020-06-14,8767,8101,Investigate
Africa,2020-06-15,9621,8767,Investigate
Africa,2020-06-16,7613,9621,Excellent Measures in Place
Africa,2020-06-17,8732,7613,Investigate
Africa,2020-06-18,8254,8732,Excellent Measures in Place
Africa,2020-06-19,9826,8254,Investigate
Africa,2020-06-20,11330,9826,Investigate
Africa,2020-06-21,9442,11330,Excellent Measures in Place
Africa,2020-06-22,8989,9442,Excellent Measures in Place
Africa,2020-06-23,9051,8989,Investigate
Africa,2020-06-24,11358,9051,Investigate
Africa,2020-06-25,11950,11358,Investigate
Africa,2020-06-26,11577,11950,Excellent Measures in Place
Africa,2020-06-27,12284,11577,Investigate
Africa,2020-06-28,10647,12284,Excellent Measures in Place
Africa,2020-06-29,11048,10647,Investigate
Africa,2020-06-30,11616,11048,Investigate
Africa,2020-07-01,13227,11616,Investigate
Africa,2020-07-02,14193,13227,Investigate
Africa,2020-07-03,15159,14193,Investigate
Africa,2020-07-04,15507,15159,Investigate
Africa,2020-07-05,13640,15507,Excellent Measures in Place
Africa,2020-07-06,13717,13640,Investigate
Africa,2020-07-07,17474,13717,Investigate
Africa,2020-07-08,14726,17474,Excellent Measures in Place
Africa,2020-07-09,19212,14726,Investigate
Africa,2020-07-10,17680,19212,Excellent Measures in Place
Africa,2020-07-11,18815,17680,Investigate
Africa,2020-07-12,16694,18815,Excellent Measures in Place
Africa,2020-07-13,16071,16694,Excellent Measures in Place
Africa,2020-07-14,14435,16071,Excellent Measures in Place
Africa,2020-07-15,18051,14435,Investigate
Africa,2020-07-16,20441,18051,Investigate
Africa,2020-07-17,19540,20441,Excellent Measures in Place
Africa,2020-07-18,19015,19540,Excellent Measures in Place
Africa,2020-07-19,18554,19015,Excellent Measures in Place
Africa,2020-07-20,15525,18554,Excellent Measures in Place
Africa,2020-07-21,13864,15525,Excellent Measures in Place
Africa,2020-07-22,19614,13864,Investigate
Africa,2020-07-23,18467,19614,Excellent Measures in Place
Africa,2020-07-24,22111,18467,Investigate
Africa,2020-07-25,18151,22111,Excellent Measures in Place
Africa,2020-07-26,18315,18151,Investigate
Africa,2020-07-27,13428,18315,Excellent Measures in Place
Africa,2020-07-28,13499,13428,Investigate
Africa,2020-07-29,17642,13499,Investigate
Africa,2020-07-30,17407,17642,Excellent Measures in Place
Africa,2020-07-31,19005,17407,Investigate
Africa,2020-08-01,16920,19005,Excellent Measures in Place
Africa,2020-08-02,12749,16920,Excellent Measures in Place
Africa,2020-08-03,10853,12749,Excellent Measures in Place
Africa,2020-08-04,9915,10853,Excellent Measures in Place
Africa,2020-08-05,15374,9915,Investigate
Africa,2020-08-06,14328,15374,Excellent Measures in Place
Africa,2020-08-07,13492,14328,Excellent Measures in Place
Africa,2020-08-08,14208,13492,Investigate
Africa,2020-08-09,12356,14208,Excellent Measures in Place
Africa,2020-08-10,9132,12356,Excellent Measures in Place
Africa,2020-08-11,7883,9132,Excellent Measures in Place
Africa,2020-08-12,9258,7883,Investigate
Africa,2020-08-13,10393,9258,Investigate
Africa,2020-08-14,12545,10393,Investigate
Africa,2020-08-15,11815,12545,Excellent Measures in Place
Africa,2020-08-16,9953,11815,Excellent Measures in Place
Africa,2020-08-17,8872,9953,Excellent Measures in Place
Africa,2020-08-18,8637,8872,Excellent Measures in Place
Africa,2020-08-19,10895,8637,Investigate
Africa,2020-08-20,10609,10895,Excellent Measures in Place
Africa,2020-08-21,10272,10609,Excellent Measures in Place
Africa,2020-08-22,10433,10272,Investigate
Africa,2020-08-23,9053,10433,Excellent Measures in Place
Africa,2020-08-24,7516,9053,Excellent Measures in Place
Africa,2020-08-25,7543,7516,Monitor
Africa,2020-08-26,8855,7543,Investigate
Africa,2020-08-27,8555,8855,Excellent Measures in Place
Africa,2020-08-28,8109,8555,Excellent Measures in Place
Africa,2020-08-29,8370,8109,Investigate
Africa,2020-08-30,8457,8370,Investigate
Africa,2020-08-31,6805,8457,Excellent Measures in Place
Africa,2020-09-01,7157,6805,Investigate
Africa,2020-09-02,8714,7157,Investigate
Africa,2020-09-03,7747,8714,Excellent Measures in Place
Africa,2020-09-04,8578,7747,Investigate
Africa,2020-09-05,7392,8578,Excellent Measures in Place
Africa,2020-09-06,7823,7392,Investigate
Africa,2020-09-07,6876,7823,Excellent Measures in Place
Africa,2020-09-08,7679,6876,Investigate
Africa,2020-09-09,8295,7679,Investigate
Africa,2020-09-10,8050,8295,Excellent Measures in Place
Africa,2020-09-11,8692,8050,Investigate
Africa,2020-09-12,7410,8692,Excellent Measures in Place
Africa,2020-09-13,6748,7410,Excellent Measures in Place
Africa,2020-09-14,6483,6748,Excellent Measures in Place
Africa,2020-09-15,6566,6483,Investigate
Africa,2020-09-16,7310,6566,Investigate
Africa,2020-09-17,8605,7310,Investigate
Africa,2020-09-18,8161,8605,Excellent Measures in Place
Africa,2020-09-19,8727,8161,Investigate
Africa,2020-09-20,8419,8727,Excellent Measures in Place
Africa,2020-09-21,6148,8419,Excellent Measures in Place
Africa,2020-09-22,6839,6148,Investigate
Africa,2020-09-23,8727,6839,Investigate
Africa,2020-09-24,8186,8727,Excellent Measures in Place
Africa,2020-09-25,7977,8186,Excellent Measures in Place
Africa,2020-09-26,6410,7977,Excellent Measures in Place
Africa,2020-09-27,8369,6410,Investigate
Africa,2020-09-28,5669,8369,Excellent Measures in Place
Africa,2020-09-29,7509,5669,Investigate
Africa,2020-09-30,8434,7509,Investigate
Africa,2020-10-01,7260,8434,Excellent Measures in Place
Africa,2020-10-02,8857,7260,Investigate
Africa,2020-10-03,8830,8857,Excellent Measures in Place
Africa,2020-10-04,8086,8830,Excellent Measures in Place
Africa,2020-10-05,4714,8086,Excellent Measures in Place
Africa,2020-10-06,6597,4714,Investigate
Africa,2020-10-07,10543,6597,Investigate
Africa,2020-10-08,10908,10543,Investigate
Africa,2020-10-09,8557,10908,Excellent Measures in Place
Africa,2020-10-10,13534,8557,Investigate
Africa,2020-10-11,8975,13534,Excellent Measures in Place
Africa,2020-10-12,5887,8975,Excellent Measures in Place
Africa,2020-10-13,7834,5887,Investigate
Africa,2020-10-14,11508,7834,Investigate
Africa,2020-10-15,9116,11508,Excellent Measures in Place
Africa,2020-10-16,10686,9116,Investigate
Africa,2020-10-17,14262,10686,Investigate
Africa,2020-10-18,8193,14262,Excellent Measures in Place
Africa,2020-10-19,9688,8193,Investigate
Africa,2020-10-20,9776,9688,Investigate
Africa,2020-10-21,10478,9776,Investigate
Africa,2020-10-22,10970,10478,Investigate
Africa,2020-10-23,10435,10970,Excellent Measures in Place
Africa,2020-10-24,11739,10435,Investigate
Africa,2020-10-25,9094,11739,Excellent Measures in Place
Africa,2020-10-26,10718,9094,Investigate
Africa,2020-10-27,8650,10718,Excellent Measures in Place
Africa,2020-10-28,11900,8650,Investigate
Africa,2020-10-29,11071,11900,Excellent Measures in Place
Africa,2020-10-30,13599,11071,Investigate
Africa,2020-10-31,11074,13599,Excellent Measures in Place
Africa,2020-11-01,10296,11074,Excellent Measures in Place
Africa,2020-11-02,7586,10296,Excellent Measures in Place
Africa,2020-11-03,10874,7586,Investigate
Africa,2020-11-04,14002,10874,Investigate
Africa,2020-11-05,15393,14002,Investigate
Africa,2020-11-06,11720,15393,Excellent Measures in Place
Africa,2020-11-07,15017,11720,Investigate
Africa,2020-11-08,12498,15017,Excellent Measures in Place
Africa,2020-11-09,8889,12498,Excellent Measures in Place
Africa,2020-11-10,13173,8889,Investigate
Africa,2020-11-11,14000,13173,Investigate
Africa,2020-11-12,15781,14000,Investigate
Africa,2020-11-13,14678,15781,Excellent Measures in Place
Africa,2020-11-14,14071,14678,Excellent Measures in Place
Africa,2020-11-15,12570,14071,Excellent Measures in Place
Africa,2020-11-16,10304,12570,Excellent Measures in Place
Africa,2020-11-17,12868,10304,Investigate
Africa,2020-11-18,15301,12868,Investigate
Africa,2020-11-19,13934,15301,Excellent Measures in Place
Africa,2020-11-20,15733,13934,Investigate
Africa,2020-11-21,13356,15733,Excellent Measures in Place
Africa,2020-11-22,12779,13356,Excellent Measures in Place
Africa,2020-11-23,10077,12779,Excellent Measures in Place
Africa,2020-11-24,12503,10077,Investigate
Africa,2020-11-25,14667,12503,Investigate
Africa,2020-11-26,13923,14667,Excellent Measures in Place
Africa,2020-11-27,16039,13923,Investigate
Africa,2020-11-28,13396,16039,Excellent Measures in Place
Africa,2020-11-29,13071,13396,Excellent Measures in Place
Africa,2020-11-30,10350,13071,Excellent Measures in Place
Africa,2020-12-01,10838,10350,Investigate
Africa,2020-12-02,16413,10838,Investigate
Africa,2020-12-03,15701,16413,Excellent Measures in Place
Africa,2020-12-04,17982,15701,Investigate
Africa,2020-12-05,14702,17982,Excellent Measures in Place
Africa,2020-12-06,13463,14702,Excellent Measures in Place
Africa,2020-12-07,10628,13463,Excellent Measures in Place
Africa,2020-12-08,13258,10628,Investigate
Africa,2020-12-09,19396,13258,Investigate
Africa,2020-12-10,19134,19396,Excellent Measures in Place
Africa,2020-12-11,19081,19134,Excellent Measures in Place
Africa,2020-12-12,18133,19081,Excellent Measures in Place
Africa,2020-12-13,16222,18133,Excellent Measures in Place
Africa,2020-12-14,11318,16222,Excellent Measures in Place
Africa,2020-12-15,18002,11318,Investigate
Africa,2020-12-16,21225,18002,Investigate
Africa,2020-12-17,20508,21225,Excellent Measures in Place
Africa,2020-12-18,19320,20508,Excellent Measures in Place
Africa,2020-12-19,21260,19320,Investigate
Africa,2020-12-20,18426,21260,Excellent Measures in Place
Africa,2020-12-21,16781,18426,Excellent Measures in Place
Africa,2020-12-22,19986,16781,Investigate
Africa,2020-12-23,25729,19986,Investigate
Africa,2020-12-24,27044,25729,Investigate
Africa,2020-12-25,25785,27044,Excellent Measures in Place
Africa,2020-12-26,21381,25785,Excellent Measures in Place
Africa,2020-12-27,18675,21381,Excellent Measures in Place
Africa,2020-12-28,15211,18675,Excellent Measures in Place
Africa,2020-12-29,20128,15211,Investigate
Africa,2020-12-30,30617,20128,Investigate
Africa,2020-12-31,29789,30617,Excellent Measures in Place
Africa,2021-01-01,27708,29789,Excellent Measures in Place
Africa,2021-01-02,22919,27708,Excellent Measures in Place
Africa,2021-01-03,21990,22919,Excellent Measures in Place
Africa,2021-01-04,21792,21990,Excellent Measures in Place
Africa,2021-01-05,26847,21792,Investigate
Africa,2021-01-06,35792,26847,Investigate
Africa,2021-01-07,35402,35792,Excellent Measures in Place
Africa,2021-01-08,36473,35402,Investigate
Africa,2021-01-09,35099,36473,Excellent Measures in Place
Africa,2021-01-10,31607,35099,Excellent Measures in Place
Africa,2021-01-11,28033,31607,Excellent Measures in Place
Africa,2021-01-12,26128,28033,Excellent Measures in Place
Africa,2021-01-13,33997,26128,Investigate
Africa,2021-01-14,34228,33997,Investigate
Africa,2021-01-15,31575,34228,Excellent Measures in Place
Africa,2021-01-16,27568,31575,Excellent Measures in Place
Africa,2021-01-17,26569,27568,Excellent Measures in Place
Africa,2021-01-18,22476,26569,Excellent Measures in Place
Africa,2021-01-19,23410,22476,Investigate
Africa,2021-01-20,28337,23410,Investigate
Africa,2021-01-21,27865,28337,Excellent Measures in Place
Africa,2021-01-22,26179,27865,Excellent Measures in Place
Africa,2021-01-23,27308,26179,Investigate
Africa,2021-01-24,20120,27308,Excellent Measures in Place
Africa,2021-01-25,16695,20120,Excellent Measures in Place
Africa,2021-01-26,18598,16695,Investigate
Africa,2021-01-27,20827,18598,Investigate
Africa,2021-01-28,20780,20827,Excellent Measures in Place
Africa,2021-01-29,19222,20780,Excellent Measures in Place
Africa,2021-01-30,17862,19222,Excellent Measures in Place
Africa,2021-01-31,15752,17862,Excellent Measures in Place
Africa,2021-02-01,12711,15752,Excellent Measures in Place
Africa,2021-02-02,14821,12711,Investigate
Africa,2021-02-03,15462,14821,Investigate
Africa,2021-02-04,16474,15462,Investigate
Africa,2021-02-05,15907,16474,Excellent Measures in Place
Africa,2021-02-06,13545,15907,Excellent Measures in Place
Africa,2021-02-07,11724,13545,Excellent Measures in Place
Africa,2021-02-08,11413,11724,Excellent Measures in Place
Africa,2021-02-09,11351,11413,Excellent Measures in Place
Africa,2021-02-10,13118,11351,Investigate
Africa,2021-02-11,11870,13118,Excellent Measures in Place
Africa,2021-02-12,13922,11870,Investigate
Africa,2021-02-13,10914,13922,Excellent Measures in Place
Africa,2021-02-14,10325,10914,Excellent Measures in Place
Africa,2021-02-15,9893,10325,Excellent Measures in Place
Africa,2021-02-16,10027,9893,Investigate
Africa,2021-02-17,12317,10027,Investigate
Africa,2021-02-18,13893,12317,Investigate
Africa,2021-02-19,11019,13893,Excellent Measures in Place
Africa,2021-02-20,9559,11019,Excellent Measures in Place
Africa,2021-02-21,9520,9559,Excellent Measures in Place
Africa,2021-02-22,9017,9520,Excellent Measures in Place
Africa,2021-02-23,7740,9017,Excellent Measures in Place
Africa,2021-02-24,10529,7740,Investigate
Africa,2021-02-25,12271,10529,Investigate
Africa,2021-02-26,11103,12271,Excellent Measures in Place
Africa,2021-02-27,7831,11103,Excellent Measures in Place
Africa,2021-02-28,9414,7831,Investigate
Africa,2021-03-01,8833,9414,Excellent Measures in Place
Africa,2021-03-02,7708,8833,Excellent Measures in Place
Africa,2021-03-03,10908,7708,Investigate
Africa,2021-03-04,12382,10908,Investigate
Africa,2021-03-05,8569,12382,Excellent Measures in Place
Africa,2021-03-06,9953,8569,Investigate
Africa,2021-03-07,8395,9953,Excellent Measures in Place
Africa,2021-03-08,9277,8395,Investigate
Africa,2021-03-09,7829,9277,Excellent Measures in Place
Africa,2021-03-10,10421,7829,Investigate
Africa,2021-03-11,15331,10421,Investigate
Africa,2021-03-12,9824,15331,Excellent Measures in Place
Africa,2021-03-13,10309,9824,Investigate
Africa,2021-03-14,8662,10309,Excellent Measures in Place
Africa,2021-03-15,8412,8662,Excellent Measures in Place
Africa,2021-03-16,8983,8412,Investigate
Africa,2021-03-17,11121,8983,Investigate
Africa,2021-03-18,11332,11121,Investigate
Africa,2021-03-19,12661,11332,Investigate
Africa,2021-03-20,9204,12661,Excellent Measures in Place
Africa,2021-03-21,9094,9204,Excellent Measures in Place
Africa,2021-03-22,9587,9094,Investigate
Africa,2021-03-23,8586,9587,Excellent Measures in Place
Africa,2021-03-24,10895,8586,Investigate
Africa,2021-03-25,12490,10895,Investigate
Africa,2021-03-26,18544,12490,Investigate
Africa,2021-03-27,9475,18544,Excellent Measures in Place
Africa,2021-03-28,9000,9475,Excellent Measures in Place
Africa,2021-03-29,9707,9000,Investigate
Africa,2021-03-30,9762,9707,Investigate
Africa,2021-03-31,12752,9762,Investigate
Africa,2021-04-01,22144,12752,Investigate
Africa,2021-04-02,13178,22144,Excellent Measures in Place
Africa,2021-04-03,8781,13178,Excellent Measures in Place
Africa,2021-04-04,9503,8781,Investigate
Africa,2021-04-05,9254,9503,Excellent Measures in Place
Africa,2021-04-06,9576,9254,Investigate
Africa,2021-04-07,11674,9576,Investigate
Africa,2021-04-08,16829,11674,Investigate
Africa,2021-04-09,12541,16829,Excellent Measures in Place
Africa,2021-04-10,9721,12541,Excellent Measures in Place
Africa,2021-04-11,9684,9721,Excellent Measures in Place
Africa,2021-04-12,10189,9684,Investigate
Africa,2021-04-13,9910,10189,Excellent Measures in Place
Africa,2021-04-14,13920,9910,Investigate
Africa,2021-04-15,12707,13920,Excellent Measures in Place
Africa,2021-04-16,12029,12707,Excellent Measures in Place
Africa,2021-04-17,13363,12029,Investigate
Africa,2021-04-18,9324,13363,Excellent Measures in Place
Africa,2021-04-19,8753,9324,Excellent Measures in Place
Africa,2021-04-20,10111,8753,Investigate
Africa,2021-04-21,11867,10111,Investigate
Africa,2021-04-22,12579,11867,Investigate
Africa,2021-04-23,12104,12579,Excellent Measures in Place
Africa,2021-04-24,10153,12104,Excellent Measures in Place
Africa,2021-04-25,9537,10153,Excellent Measures in Place
Africa,2021-04-26,6797,9537,Excellent Measures in Place
Africa,2021-04-27,9516,6797,Investigate
Africa,2021-04-28,9524,9516,Standard
Africa,2021-04-29,15599,9524,Investigate
Africa,2021-04-30,9519,15599,Excellent Measures in Place
Albania,2020-02-25,NULL,NULL,Excellent Measures in Place
Albania,2020-02-26,NULL,NULL,Excellent Measures in Place
Albania,2020-02-27,NULL,NULL,Excellent Measures in Place
Albania,2020-02-28,NULL,NULL,Excellent Measures in Place
Albania,2020-02-29,NULL,NULL,Excellent Measures in Place
Albania,2020-03-01,NULL,NULL,Excellent Measures in Place
Albania,2020-03-02,NULL,NULL,Excellent Measures in Place
Albania,2020-03-03,NULL,NULL,Excellent Measures in Place
Albania,2020-03-04,NULL,NULL,Excellent Measures in Place
Albania,2020-03-05,NULL,NULL,Excellent Measures in Place
Albania,2020-03-06,NULL,NULL,Excellent Measures in Place
Albania,2020-03-07,NULL,NULL,Excellent Measures in Place
Albania,2020-03-08,NULL,NULL,Excellent Measures in Place
Albania,2020-03-09,2,NULL,Excellent Measures in Place
Albania,2020-03-10,8,2,Standard
Albania,2020-03-11,2,8,Excellent Measures in Place
Albania,2020-03-12,11,2,Standard
Albania,2020-03-13,10,11,Excellent Measures in Place
Albania,2020-03-14,5,10,Excellent Measures in Place
Albania,2020-03-15,4,5,Excellent Measures in Place
Albania,2020-03-16,9,4,Standard
Albania,2020-03-17,4,9,Excellent Measures in Place
